25,"Spoštovani gospodje, cenjeni gostje, pričenjam 35. sejo Družbenopolitičnega zbora Skupščine Republike Slovenije, ki sem jo sklical na podlagi 31. člena začasnega poslovnika Skupščine Republike Slovenije."
10,Za današnjo 35. sejo zbora se je opravičila Nada Bolcar.
9,Po podatkih službe je prisotnih 51 poslank in poslancev.
4,"Prosim, da ugotovimo prisotnost!"
8,"Ugotavljam, da je v dvorani prisotnih 44 poslancev."
7,"Zboru predlagam, da opravimo najprej proceduralna vprašanja."
40,"Vlada Republike Slovenije predlaga, da se v skladu z drugim odstavkom 265. člena Poslovnika Skupščine Republike Slovenije združita prva in druga faza zakonodajnega postopka tako, da se hkrati obravnava predlog za izdajo zakon z osnutkom zakona pri zakonu o trgovini."
26,"Vlada Republike Slovenije predlaga Skupščini Republike Slovenije, da hkrati obravnava in sprejme predlog za izdajo zakona o posebnih dajatvah pri zakonu o trgovini iz naslednjih razlogov:"
27,"Zakon ureja opravljanje trgovinskih dejavnosti po tržnih načelih, kar dosedanji predpisi s tega področja ne omogočajo, svobodno nastopanje na trgu, enakost pogojev poslovanja ne glede na lastnino."
30,"Liberalizacija predpisov s tega področja ustanavljanja podjetij, osebnega dela, ki ji obstoječa zakonodaja na področju opravljanja teh dejavnosti ni sledila, je povzročila številna odprta vprašanja, ki jih ta zakon odpravlja."
17,"Zakon tudi odpravlja delitev trgovine na notranjo in zunanjo, s tem pa tudi vzporedno urejanje tega področja."
4,Želi besedo predstavnik vlade?
7,"Prisoten je minister za trgovino, Jože Jeraj."
4,Obrazložitev združitve obeh faz.
31,"Teze zakona so bile obravnavane na Odboru za splošne gospodarske zadeve, in so bile tako temeljito obravnavane in je Zakonodajno-pravna komisija menila, da je primerno, da se takoj prekvalificira v osnutek."
4,Hvala lepa ministru Jeraju.
8,Želi kdo razpravljati o predlogu združitve dveh faz?
5,"Če ne, preidemo na glasovanje."
3,Ponovno ugotovimo prisotnost!
6,"Ugotavljam, da je prisotnih 59 poslancev."
7,Kdo je za predlog združitve obeh faz?
3,Je kdo proti?
4,Se je kdo vzdržal?
5,"Ugotavljam, da je predlog izglasovan."
34,"Zboru predlagam, da predlog dnevnega reda razširimo s točko PREDLOG ZAKONA O INTERVENCIJAH V GOSPODARSTVU, ki ga je v skladu s 314. členom Poslovnika Skupščine Republike Slovenije po hitrem postopku predložila Vlada Republike Slovenije."
18,"Vlada predlaga Skupščini Republike Slovenije, da obravnava in sprejme predlog zakona o intervencijah v gospodarstvu po hitrem postopku."
51,"Vlada Republike Slovenije pri pospeševanju gospodarskega razvoja in pri razvijanju sanacij podjetja, če namreč zakon ne bo sprejet po hitrem postopku, bo glede na izjemno težke ekonomske in finančne težave, v katere je zašlo slovensko gospodarstvo v zadnjem obdobju, prišlo do večjih motenj v družbeni reprodukciji in v gospodarstvu v celoti."
4,Taka je ocena Vlade.
17,"Vlada je sicer zakon predložila že na 11.3.1992, vendar naš zbor takrat razširitve dnevnega reda ni sprejel."
20,"Zato je Vlada z dopisom dne 18.3.1992 ponovno predlagala, da se predlog zakona uvrsti na dnevni red zasedanja zborov 19.3.1992."
37,"Odbor za proračun in javne finance predlaga, da se zakon ne obravnava po hitrem postopku, temveč se prekvalificira v osnutek zakona in obravnava ter sprejme skupaj z zakonom o proračunu Republike Slovenije, to je, v rednem postopku."
36,"Zbor združenega dela je zakon v obliki predloga z amandmaji že sprejel na seji 11.3.1992, Zbor občin pa je zakon uvrstil na dnevni red seje kot predlog za izdajo zakona z osnutkom in v redni postopek."
9,"Želi besedo predstavnik predlagatelja, predstavnik vlade k tej točki?"
3,"Prosim, minister Rejc."
6,"Spoštovano predsedstvo, spoštovane kolegice in kolegi!"
13,"Zakon, ki ga predlagamo, menimo, da je prav, da gre po hitrem postopku."
27,"Res da ga je že Odbor za proračun in javne finance obravnaval, res je tudi, da smo ga zadnjič predlagali, pa ni bil sprejet na dnevni red."
18,"Res je tudi to, da so dostikrat očitali ravno Družbenopolitičnemu zboru, da se premalo ukvarjamo z gospodarsko problematiko."
43,"Jasno je tudi to, da je situacija vsem znana in da je kljub temu, da je nekako bila vezana na proračun, je to posebno področje, ki ga je potrebno sprejeti zaradi tega, da bomo lahko določene kreditne linije, določene možnosti v podjetjih odprli."
62,"Če tega ne bomo odprli in če to ne bo z zakonom določeno, potem bodo vse možnosti praktično ostale neurejene in iz proračuna se vidi, kaj je možno pokrivati oziroma asistirati gospodarstvo, po tem zakonu je pa le predvideno, da se v obliki kreditov, v obliki garancij lahko pomaga v tem kritičnem prehodu iz tega časa, ko smo izgubili tak del tržišča."
46,"Ker je tudi Zbor združenega dela na prejšnji seji to obravnaval in ta zakon tudi sprejel oziroma z dopolnili, prosim, da ga tudi Družbenopolitični zbor vzame po hitrem postopku, da to situacijo saniramo oziroma da začnemo proces regeneracije gospodarstva kot je tu predvideno v tem zakonu."
2,Hvala lepa.
2,Hvala lepa.
4,Besedo ima Franc Golja.
29,"Predlagamo, da zakon ne gre na dnevni red in da ne gre po hitrem postopku, ker zakon ni primeren in kot takega ga ne moremo obravnavati iz sledečih razlogov."
20,"Vladi je bilo večkrat naročeno v zadnjih teh letih, da naredi selektivni pristop do gospodarskih subjektov, ki so v težavah."
34,"Ker pa selektivnega pristopa ni in tako danes ne vemo, katere od firm so v nacionalnem interesu in katere od firm so tiste, ki naj bi počasi zaradi različnih razlogov šle programirano v stečaj."
