7,"Spoštovane poslanke in poslanci, gospe in gospodje!"
19,"Pričenjam nadaljevanje 49. seje Zbora občin Skupščine Republike Slovenije, ki smo jo pričeli 28. in nadaljevali 29. oktobra 1992."
23,"Za današnjo sejo zbora sta se opravičila Ivan Atelšek in Peter Jamnikar, dodatno pa še Alojz Jamnik in Ivan Vodopivec, ki pride kasneje."
9,Po podatkih službe je na seji prisotnih 44 poslancev.
7,"Prosim, da ugotovimo tudi navzočnost v dvorani."
5,"Prosim, da vsi dvignemo kartončke."
20,"Torej moramo še malo počakati, da pridejo v dvorano tudi tisti, ki so sicer prijavljeni, pa jih še ni tukaj."
5,Še enkrat poskusimo ugotoviti navzočnost.
5,Še vedno nas ni dovolj.
4,Še enkrat ugotavljamo prisotnost.
10,Torej je zbor sklepčen in lahko pravno veljavno-razpravlja in sklepa.
23,"Kot ste bili pisno obveščeni o današnjem nadaljevanju 49. seje, so nam po sprejetem in usklajenem dnevnem redu preostale naslednje točke dnevnega reda."
90,"Predlog zakona o lastninskem preoblikovanju podjetij, to je 4. točka, nadaljevanje obravnave; 7. točka, predlog za izdajo zakona o spremembah zakona o zadrugah s predlogom zakona, za katerega smo sklenili, da ga obravnavamo po sprejemu lastninskega zakona; 12. točka, predlog zakona o varstvu terjatev, postopkih, preoblikovanja podjetij in drugih pravnih oseb; 13. točka, predlog zakona o začasni ureditvi zavarovanja plačil v dolžniško-upniških razmerjih; 17. točka, predlog zakona o gospodarskih javnih službah; 18. točka, predlog zakona o varstvu okolja; 20. točka, predlog resolucije o športu; 22. točka, predlog zakona o gozdovih."
2,Točka 23.
28,"Predlog zakona o družinskih prejemkih; 24. točka, nacionalni program cestnega gospodarstva; 25. točka, problematika izvrševanja zakonov o funkcionarjih in delavcih v državnih organih ter delavcih o javnih službah."
36,"Tako imamo v zvezi z dnevnim redom nekaj novih predlogov oziroma odprtih zadev, to se pravi predlogov za uvrstitev na dnevni red, o katerih še nismo odločali na prejšnji seji in smo odločanje preložili na danes."
47,"Zbor je na seji dne 28.10. sklenil, da bo v okviru današnjega nadaljevanja odločal o uvrstitvi na dnevni red 49. seje predloga zakona o Vladi Republike Slovenije, ki so ga predložili poslanci iz vseh treh Zborov Skupščine Republike Slovenije, iz Zbora občin poslanci Lukač, Starman in Zakonjšek."
32,"Svoj predlog zakona je predložila tudi Vlada Republike Slovenije, vendar je v dodelitvi predlagano, da bi ga zbori obravnavali šele po tem, ko najprej obravnavajo oziroma vzamejo v delo ta poslanski zakon."
17,"Želi besedo v zvezi s tem predlogom za razširitev dnevnega reda predstavnik predlagateljev, to se pravi poslancev?"
4,Želi besedo predstavnik Vlade?
4,"Prosim, gospod minister Kozinc."
4,"Spoštovane poslanke, spoštovani poslanci!"
31,"Že na prejšnjem zasedanju je Vlada poudarila svoje stališče, da v isti zadevi ne moreta biti v proceduri dva zakona in da je Vlada predložila zakon, ki je tudi pred vami."
8,Na prejšnji seji ga na žalost niste imeli.
20,"Vlada stoji na stališču, da je potrebno obravnavati zakon, ki je bil predložen v proceduro, to se pravi vladni zakon."
10,"Rad bi pa poudaril, da oba zakona nosita isto številko."
20,"Zato, da ne bi prišlo do kakšnih pomot, bi govoril zgolj o vladnem zakonu, ostalo pa o zakonu o poslancev."
38,"Skratka Vlada meni, da bi navedeni zakon, ki ga je predložila v obravnavo, morali obravnavati in zato predlaga, da se dnevni red razširi, kot je bilo že predlagano, z obravnavanjem zakona o Vladi, ki ga je predložila Vlada."
2,Hvala lepa.
2,Hvala lepa.
5,Slišali smo mnenje predstavnika Vlade.
4,Besedo želi gospod Lukač.
11,Začeli smo torej razpravo o tem predlogu za razširitev dnevnega reda.
17,"Jaz samo poslancem predlagam, da sprejmejo na dnevni red zakon, ki so ga poslanci predložili in pripravili."
22,Tako so oni poslance zavezali in poslanci so spoštovali njihove sklepe in stališča in v zvezi s tem pripravili svoj predlog zakona.
8,Ta predlog zakona je bil že zadnjič predložen.
20,"Zadnjič smo ga tudi že razlagali, kar ni potrebno, ker gre samo za proceduralno vprašanje o uvrstitvi na dnevni red."
8,"Predlagam vam, da ga uvrstite na dnevni red."
2,Hvala lepa.
1,Hvala.
4,Gospod Zakonjšek želi besedo.
10,"Predlagam, da med odločanjem o tem dobimo poročilo Zakonodajno-pravne komisije."
20,"Zakonodajno-pravna komisija je v dveh nadaljevanjih obravnavala tako predlog zakona, ki smo ga vložili poslanci kot tudi predlog zakona Vlade."
41,"Po zelo temeljiti razpravi smo prišli do skupnega predloga, da naj se kot temeljni zakon obravnava zakon, ki ga je predložila Vlada z vsemi amandmaji, ki so bili vloženi tudi na Zakonodajno-pravni komisiji, o katerih se bo verjetno Vlada tudi izjasnila."
53,"Skratka, da gre v tej končni fazi pod stališčem, mislim, izhajajoč s stališča, da je nujno sprejeti ali zelo pametno sprejeti zakon o Vladi sedaj, vendarle našli neke skupne točke in bi tako obravnavali enoten predlog, ki pa na nek način vključuje tudi v najpomembnejših elementih zakon, ki ga je predložila skupina poslancev."
2,Hvala lepa.
2,Hvala lepa.
9,"Pozabil sem povedati, kako je z mnenji delovnih teles."
4,"Namreč, dve stvari sta."
27,"Matični odbor, Odbor za pravosodje in upravo je obravnaval zakon, ki so ga predložili poslanci, ga je podprl ter predlagal zborom, da ga uvrstijo na dnevni red."
10,"Ne vem, če je medtem obravnaval že tudi vladni zakon."
6,Poročilo odbora ste dobili na klop.
31,"Drugo, kar pa moram povedati, je to, da je Zakonodajno-pravna komisija že dala poročilo o obravnavi obeh predlogov zakonov in če dovolite, bi ga, ker se še razmnožuje, na kratko povzel."
6,Predvsem v zaključku komisija pravi naslednje:
29,"""Komisija meni, da je kot osnova za odločanje v zborih, vključno z dograjevanjem oziroma spreminjanjem posameznih določb z amandmaji, primernejši predlog zakona, ki ga je pripravila in predložila Vlada""."
8,"Drugo, če nekoliko konkretneje povzamem samo določene ugotovitve."
16,"Glede zakona, ki so ga vložili poslanci, komisija meni, da je predloženi zakon po vsebini pomanjkljiv."
12,V celoti se je strinjala z mnenjem Vlade k obravnavanemu predlogu zakona.
9,Ima tudi vrsto konkretnih pripomb k posameznim določbam zakona.
26,"V zvezi z vladnim zakonom pa je komisija ugotovila, da je predlog zakona strokovno korektno pripravljen, oblikovala pa je vrsto svojih amandmajev, kar k sedmim členom."
10,To bi bil na kratko povzetek tega poročila Zakonodajno-pravne komisije.
9,"Mislim, da je prav, da smo s tem seznanjeni."
19,"Zdi se mi, da bi bilo prav, da pa danes le odločimo o tem brez odlašanja, kateri predlog zakona."
16,"Oziroma najprej imamo predlog, da uvrstimo na dnevni red predlog zakona, ki so ga vložili poslanci."
59,"Potem bi pač morali to usklajevati in glede na dodelitev zborom predloga zakona, ki ga je predlagala Vlada, bi šele, če bo ta prvi zakon padel, da tako rečem, bodisi zavrnjen, da bo njegova uvrstitev na dnevni red bodisi iz drugih razlogov, šele potem lahko damo na dnevni red drugi predlog zakona, da ne bi prišlo do popolne zmešnjave."
5,Torej želi še kdo razpravljati?
3,"Gospod Stadler, prosim."
17,"Jaz mislim, da bi bilo umestno, če oba zakona enakovredno obravnavamo, pogledamo razlike in se potem odločimo."
1,Hvala.
2,Hvala lepa.
19,"Torej jaz sem že povedal, da je principalno stališče to, da se zaporedno obravnava predloge zakonov na isto temo."
3,"Prosim, gospod Stadler."
6,Ja jaz imam na to repliko.
46,"Dejstvo je, da je lahko Zbor združenega dela v prejšnjih časih obravnaval kar tri različne lastninske zakone enakovredno in istočasno, mislim, da lahko tudi mi ta dva zakona enakovredno in praktično na isti seji obravnavamo, da vidimo glede na razpravo in na argumente, kateri je boljši."
1,Dobro.
9,"Če se bo zbor tako odločil, se pač bo."
15,"Jaz samo opozarjam na težave, do katerih bi prišlo, če bi sprejeli različne predloge zakonov."
34,"Mislim, da bomo v tem primeru spet v eni od proceduralnih težav, ker je vprašanje oziroma spet se bodo kresala mnenja, ali je možno usklajevati dva teksta različnih predlagateljev, ki sta si zelo različna."
8,Jaz bi se rad izognil tej težavi vnaprej.
4,Gospod Šonc ima besedo.
1,Hvala.
26,"Namreč bojim se, da če bomo šli po tem postopku, da bomo vsak zakon ali pa vsak predlog posebej obravnavali, da bomo precej praznega dela naredili."
32,"Namreč, če sem dobro razumel, je Zakonodajno-pravna komisija ugotovila, da je vladni predlog boljši, potem se čudim, ker predlagatelj poslanskega zakona je predsednik dr. Bučar, ki je pa tudi predsednik Zakonodajno-pravne komisije."
4,"Ne, to pa ne."
1,Ni.
13,"Potem sedaj obravnavati prvi in drugi predlog zakona, se mi zdi dvojno delo."
17,"Zato bi bil moj predlog, naj se uskladita oba in naj dajo poslancem v razpravo en zakon."
1,Dobro.
5,Do tega še ni prišlo.
6,"Bom takoj dal besedo, samo moment."
4,Nekaj bi rad rekel.
13,"Sedaj gre za to, da bi mi odločili o uvrstitvi na dnevni red."
21,"Nato se bo tako in tako pred obravnavo sestala usklajevalna komisija za dnevni red, to je že v prejšnjem poročilu navedla."
16,"Mora se sestati, če nič drugega, iz tega razloga, ker že med ostalima zboroma ni soglasja."
17,"Eden od ostalih dveh zborov je ta poslanski zakon uvrstil na dnevni red, drugi ga pa ni."
7,"Tako, da neusklajeni smo pri tem že."
45,"Jaz mislim, da bi sedaj z uvrščanjem drugega predloga na dnevni red to stvar še bolj zapletli, zato bi pa prosil, da najprej odločimo o tem poslanskem zakonu, o njegovi uvrstitvi na dnevni red, potem pa, da usklajevalna komisija svoje naredi in pride s predlogom."
35,"Morda tudi po dogovoru obeh predlagateljev, do katerega mislim, da do sedaj še ni prišlo, da se potem morda usklajen predlog glede dnevnega reda že da zborom, da ne bi mi tukaj prehitevali normalne procedure."
5,Kratko repliko ima gospod Zakonjšek.
8,"Gospod Šonc je rekel, da je ta boljši."
5,To ni rekla Zakonodajno-pravna komisija.
10,"Ugotovila je, da je boljša osnova, primernejša osnova vladni predlog."
10,"Ni kvalificirala na dober ali slab, eden ali drug predlog."
2,Hvala lepa.
5,Gospod Glavič ima naslednji besedo.
3,Potem gospod Volk.
45,"Glede na to, da je vladni predlog boljša osnova, predlagam kolegom in kolegicam, da pač zavrnemo uvrstitev na dnevni red prvega, torej poslanskega zakona in uvrstimo drugega in prosimo predlagatelje poslanskega zakona, da formulirajo tiste tri amandmaje, kjer se še ne ujemajo z vladnim predlogom."
16,"Mislim, da bi bila taka rešitev sprejemljiva tako za nas, kot tudi za ostala dva zbora."
12,"Omogočila bi kvalitetno razpravo in tudi kvalitetnejši zakon, kot bi bil sicer."
17,"Torej čisto iz pregmatičnih razlogov mislim, da bi bila ta varianta primernejša in jo bom jaz podprl."
2,Hvala lepa.
3,"Replika, gospod Lukač."
17,"Samo toliko, da ne bo pomote in mogoče, da ne bi kdo očital gospodu Glaviču, da zavaja."
11,"Zelo se motite, če mislite, da gre samo za tri člene."
21,"V konceptu je taka razlika, da je enostavna združitev nemogoča in potem se je tukaj treba odločiti za eno ali drugo."
4,Oboje ne gre skupaj.
5,Nemogoče je narediti malo mešano.
2,Hvala lepa.
2,Hvala lepa.
4,Gospod Volk ima besedo.
34,"Kot poročevalec Zakonodajno-pravne komisije bi mogoče vseeno prebral nekaj fragmentov iz tega poročila, tako da bi bilo jasno razvidno, zakaj se je tudi Zakonodajno-pravna komisija odločila, da podpre vladni predlog in ne predlog poslancev."
39,"Komisija je na začetku razprave sklenila, da bo obravnavala oba zakonska predloga, pripravljena na podlagi sklepov in stališč, ki so jih zbori Skupščine Republike Slovenije sprejeli ob obravnavi predloga za izdajo zakona o Vladi Republike Slovenije, z osnutkom zakona."
24,"Po pregledu obeh predlogov zakona je komisija ocenila, kateri predlog bi bil ustreznejša osnova za dograjevanje v postopku obravnave in sprejemanja zakona v zborih."
37,"V načelni razpravi se je komisija strinjala s temeljnim namenom predlagateljev - tu gre za zakon, ki so ga predlagali poslanci, se zakonsko besedilo razbremeni nepotrebnih določb, ki povzemajo ustavne norme, ali pa so po vsebini poslovniške narave."
20,"Na podlagi proučitve besedila predloga zakona in njegovih posameznih določb, pa komisija meni, da je predloženi zakon po vsebini pomanjkljiv."
