9,Začeli bi z nadaljevanjem 40. seje Zbora združenega dela.
28,"Nas je prijavljenih tu in tudi v dvorani kar dovolj, drugače je prijavljenih 47 poslancev, 12 se jih je opravičilo, in smo na tak način pripravljeni za delo."
35,"Žal vam moram povedati, da imamo s strani te naše komisije za pripravo sporazumnega predloga sedaj tu tri izvode, ostalo se še razmnožuje, ker so člani te komisije prenehali z delom malo pred 13.00 uro."
27,"To je pa drugo poglavje, zakaj se ti ljudje niso dobili prej, bolj intenzivno delali in, da bi mi čisto normalno ob 13.00 uri začeli z delom."
27,"Tako, da je že tu druga napaka, nekaj podobnega kot v petek in se mi zdi, da to naše delo tu ne ""klapa"" tako kot bi moralo."
23,"Tu imam te predloge, domnevam pa, da bi verjetno vi raje videli, da imate te liste pri sebi in bi bilo potrebno počakati."
20,Komisija za pripravo SPORAZUMNEGA PREDLOGA PRORAČUNA REPUBLIKE SLOVENIJE ZA LETO 1992 pripravila 12 umikov in en predlog za naš zbor.
7,"Skratka, vse kar smo predlagali, naj umaknemo."
7,Vi verjetno itak te zadeve dobro poznate.
8,"Mogoče, če vam te stvari preberem, pa poskusimo."
9,"Če se ne boste strinjali, pa ne bomo šli."
1,Poskusimo.
66,"Če gremo po vrsti, komisija predlaga Zboru združenega dela najprej - umakne naj amandma Zakonodajno-pravne komisije k drugemu odstavku 2. člena, ki se glasi: ""Vlada lahko med letom v okviru obstoječih virov prihodkov usklajuje skupni obseg proračuna iz prejšnjega odstavka z gibanjem cen na drobno, vendar največ do 80% tega gibanja, s tem da se ne spreminjajo razmerja med posameznimi postavkami v bilanci prihodkov in odhodkov proračuna""."
13,"Vi se točno spomnite, da smo kar veliko razpravljali ravno o tem amandmaju."
37,"In komisija predlaga, naj sprejmemo amandma komisije, ki se glasi: ""Vlada lahko med letom v okviru obstoječih virov prihodkov usklajuje skupni obseg proračuna iz prejšnjega odstavka z gibanjem cen na drobno, vendar največ do 80% tega gibanja""."
4,To je sedaj prvo.
2,Prosim Majda.
58,"Menim, da je v zvezi z amandmajem za 2. člen treba počakati z odločanjem, ker imam ravno v rokah povabilo Komisije za pripravo in sprejemanje poslovnika, ker je gospod, mislim iz Družbenopolitičnega zbora - Toplak, zaprosil za pojasnilo glede možnosti in usklajenosti s poslovnikom, veste pa, da je isto vprašanje že pri nas postavila gospa Ostermanova na zadnji seji."
12,"Menim, da o amandmaju k 2. členu rabimo pojasnilo Komisije za poslovnik."
10,"Dobro, to je sedaj vseeno bilo postavljeno v Družbenopolitičnem zboru."
16,"Mi moramo ločiti to, kar se dogaja v drugem zboru, ali v prvem, ali v tretjem."
5,Pri nas tega ni bilo.
5,Samo se nismo nič opredelili.
5,Mi smo glasovali in pika.
20,"Ker gre samo za to, ali sprejmemo ta njihov predlog, ali ga umaknemo ali ne - o tem se moramo izreči."
9,Še mogoče kdo svoj glas v zvezi s tem?
