1990-05-07-DruzPolZb-s001-01,119,"Spominjam se še iz časov, ki so danes splošno stigmatizirani kot svinčeni, nedemokratični, da se je ta dilema med javnim in tajnim glasovanjem zelo pogosto pojavljala, da je bila polemika zelo ostra oziroma polemike veliko niti ni bilo, ker je večina oziroma tisti, ki je držal oblast tako ali pa drugače v rokah, vedno polemiko zaprl z argumentom, da je zavest ljudi, zlasti pa delegatov in drugih, ki opravljajo pomembne funkcije, že tako dovolj visoka, da lahko glasujejo javno, da je tajno glasovanje oziroma izogibanje javnemu glasovanju predznak strahopetnosti oziroma šibkosti značaja in da tak človek, ki si ne upa javno predstaviti svojega mnenja in svojega glasu, sploh ne zasluži, da bi opravljal neko pomembnejšo funkcijo, kaj šele delegatsko."
1990-05-07-ZbObc-s001-01,137,"Sedaj zahtevati spremembo dnevnega reda, potem ko so te možnosti bile izčrpane, potem ko smo se morali nujno in na hitro v klubu Demosovih poslancev dogovoriti o imenih za druga poslanska mesta, predvsem funkcionarjev Skupščine, je pravzaprav skorajda izsiljevanje spremembe dnevnega reda in skozi to spremembe hierarhije v poslanskih sedežih najvišjega ranga parlamenta, zato menim in zagovarjam tu stališče kluba Demosa, ki smo ga danes zjutraj sprejeli, da se v takem primeru, če bi do tega prišlo - in je prišlo - ne strinjamo s spremembo dnevnega reda in zahtevamo, da dnevni red, takšen kot je bil predložen, uveljavimo in da tudi predlagamo delegate za najvišja mesta, tako kot jih pač bomo skozi najbolj demokratično obliko tudi uveljavili, tako da vsakdo lahko sam pride s svojim predlogom do predsednika in se o tem potem na tajnem glasovanju tudi izjasnimo."
1990-05-07-ZbZdruDel-s001-01,86,"Najprej je tu amandma k 10. členu začasnega poslovnika, kjer v drugem odstavku predlagamo, da se številka 10 nadomesti s številko 5. Naša argumentacija za ta predlog je naslednja: predlagamo, da je to število manjše iz preprostega razloga, ker Liberalna stranka v svojem bistvu, v svojih programskih izhodiščih, podpira oziroma enakovredno obravnava večino in manjšino in če je ta skupščina proporcionalna, in če želimo, da se v tem parlamentu sliši glas tudi najmanjšega možnega števila poslancev, predlagamo, da je ta spodnja številka 5 in ne 10."
1990-05-08-DruzPolZb-s001-02,74,"Bi bila pa možnost, da se do srede sestanejo predstavniki strank, slišal sem najmanj, ne preden sem predlagal, oceno, kaj se je dogajalo v tej skupščini in ocenjam možnost, ali lahko sporazumno storimo kaj, da bi bilo delo v naši skupščini uspešnejše, in da bi tisti, ki bi bili voljeni po proceduri, imeli občutek, da za njimi stoji širši konsenz kot pa samo podpora v stranki oziroma v strankarski koaliciji, ki jih je predlagala."
1990-05-08-VsiZbor-d001-01,64,"Hkrati pa bi predlagal in mislim, da to ni mogoče oceniti kot obstrukcijski predlog, ampak kot konstruktivni predlog, da takoj za tem, ker imamo zdaj skupno sejo, pretehtamo možnost, da sedaj, ko sedimo poslanci vseh treh zborov skupaj, menjamo odločitev Zbora občin in Družbenopolitičnega zbora v vrstnem redu volitev funkcionarjev Skupščine in izkoristimo to priložnost, ko smo vsi skupaj in poskušamo izvoliti predsednika Skupščine."
1990-05-08-ZbObc-s001-02,185,"Poklicani delegat naj se javi pri mizi in dvigne glasovalni listek: Žampa Janez, Železnik Andrej, Žižek Vili, Žunter Anton, Atešek Ivan ga ni, Bevc Stanislav, Bizjak Ivan, Božič Danijel, Bukovec Janoš ga ni, Deželak Janko (to sem jaz, hvala), Dragovan Slavko, Dvornik Marjan, Feltrin Franci, Flego Izabela je ni, Franko Karel, Felih Leopold, Gale Janez, Glavič dr. Peter ga ni, Gradišek Cvetko, Gradadolnik Jože, Gregurec dr. Slavko, Gros Vitomir, Grošelj Leopold, Ivanušič Zvonko, Jakelj Ljubo, Jaklin Jože, Jamnik Alojz, Juri Aurelijo, Kac Albin ga ni, Klavora Fedja, Kokošinek Ervin ga ni, Kotnik Ludvik, Kovač Franc, Kramer Tone, Kramberger Janez, Kramer Jože, Kuhar Ivan, Kuzman Anton, Lovec Aleksander ga ni, Lovšin Franc, Lukač Janez, Mencinger Auguštin Alojzij, Mesiček Ivan, Metelko Alojz, Mlakar Marjan, Novak Branko, Ogrin Franc, Oven Edvard, Partljič Anton, Pavšič Tomaž, Peskar Matjaž, Planinšek Franc, Podveršič Bruno, Potočnik Viktorija, Protner Jože, Rainer Niko, Zdevšek Borut, Režun Janez, Rojec Anton, Schwarzbartl Ervin, Senčur Miloš, Slejko Vladimir, Stadler Marko, Stariha Janez, Starman Danijel, Urbančič Miloš, Vivod dr. Ivan, Vodopivec Ivan ga ni, Volk Milan, Zakonjšek Jože, Šonc Metod, Štefančič Marcel, Štrumbelj Tomaž, Štular Vojka, Čele Ivan."
1990-05-08-ZbZdruDel-s001-02,77,"Najprej zaradi tega, ker je ena stran in to tista, ki je amandma predlagala, naredila korak nazaj, zaradi tega, da bi pač nekaj dobila in drugič, sedaj ne razumem samega sebe, kako naj glasujem. zaradi vsega tega menim in zdi se mi, da ne samo, da capljamo na istem mestu v našem skupščinskem sistemu, ampak da delamo korake celo nazaj in to me boli, da najmanj kar lahko naredimo neodvisni delegati je, da se vzdržimo tega glasovanja."
1990-05-09-VsiZbor-s001-01,94,"Med tem je tudi estonski parlamente oziroma vrhovni sovjet, kot oni ta organ imenujejo, razglasil neodvisnost in zato predlagam, še preden se diskusija začne, spremembo teksta resolucije, in sicer v tem smislu, da se v odstavku, ki je krepko tiskan, da tekst glasi tako: ""Slovenska skupščina kot najvišji državni organ Republike Slovenije priznava odločite litovskega, estonskega in letonskega parlamenta o neodvisnosti Litve, Estonije in Letonske, s čimer Slovenija priznava Litvo, Estonijo in Letonsko kot suverene države litovskega, estonskega in letonskega naroda, ki sami odločajo o povezavah z drugimi narodi oziroma o svoji popolni samostojnosti."
1990-05-09-ZbObc-s001-03,81,"Lahko bi rekel, kar precejšen del tudi nastopnega govora tovariša Franca Bučarja, ki je tak, moram reči, da so ga morda zlasti ti mladi fantje, kar zadeva tudi rušenje enopartijskega sistema in demokracije pravne države z velikim trudom in z muko že uveljavljali, zato ga lahko sprejmem tudi za svojega, čeprav bi me morda še bolj veselilo, da bi ob vsej analizi dosedanjega našega življenja po vojni vseboval tudi kakšen radikalni prispevek o viziji oziroma prihodnosti slovenskega naroda in slovenske države."
1990-05-09-ZbZdruDel-s001-03,64,"Svoj predlog obrazlagamo s tem, da smo v teh dneh opazovali, predvsem v napetih situacijah, kako so reagirali posamezni naši sodelegati in smo se predlagatelji, mislim, da nas je okoli 13 podpisanih in še nekateri drugi, ki se formalno niso podpisali, se pa strinjajo s tem predlogom, zedinili, da sta ta dva naša sodelegata napravila dober vtis in konstruktivno sodelovala v dokaj zapletenih trenutkih."
