119,"Spoštovani zbor, vi ste verjetno opazili, da smo spremenili tekst osnutka, in sicer smo mejo 25 metrov zamenjali s to določbo mednarodne konvencije. Namreč, mi imamo tako z Avstrijo kot z Italijo in Madžarsko v meddržavnem sporazumu določeno, koliko mora biti tiste čistine oziroma prostora, in to je v vseh treh pogodbah en meter in pol, zato smo tistih 25 metrov črtali in rekli, samo toliko, kot je to določeno z meddržavnim sporazumom. To ni naša zamisel, to je zamisel, ki velja vsepovsod in mi se bomo seveda teh mednarodnih sporazumov morali držati. Gre pa pri treh mejah za en meter in pol razdalje od mejne črte. Razlogi, zakaj je to, so vam pa verjetno več ali manj znani."
28,"Hvala. Prosim poslance, če se strinjajo, da se naš dnevni red razširi tudi s predlogom gospoda Schwarzbartla, le tako bomo o vsebini razpravljali in sklepali o njegovem predlogu."
19,"Kdor je za ta njegov predlog, da se razširi naš dnevni red tudi s to točko, naj pritisne gumb?"
3,Kdo je proti?
4,Se je kdo vzdržal?
13,"Ugotavljam, da je z večino glasov predlog gospoda Schwarzbartla sprejet na dnevni red."
12,"Preden dam sklep na glasovanje, se je k besedi priglasil gospod Gros."
8,K besedi ste se priglasili in besedo imate.
18,"Razpravljamo o predlogu sklepa, ki ste ga pismeno prejeli na klopi, in sicer ga je predložil gospod Schwarzbartl."
5,"Hvala lepa. Prosim, gospod Zakonjšek."
111,"Pridružujem se tistim, ki stojijo na stališču, da ni potrebno na vsak članek v časopisu reagirati, tako kot smo mi danes v tej skupščini. Drugo, menim tudi in sem prepričan, da ne moremo istovetiti vseh opozicijskih strank z vsemi člani teh strank in se mi zdi, da tisti, ki so danes razpravljali o tem, da samo zato, če so člani opozicijskih strank, da niso za samostojno Slovenijo, tega jim pač enostavno ne moremo naprtiti, ne bi bilo pošteno, ker plebiscit je pokazal drugače. Po mojem mnenju bi se ravno ta dikcija tudi s strani vseh opozicijskih strank, gospod Schwartzbartl, dala predrugačiti, da se ne bi to tako obtožujoče slišalo oz. bralo."
89,"Moram priznati, da se naši amandmaji še pišejo - uradna stališča Liberalno demokratske stranke in bodo vsak trenutek tukaj. Sam pa bi nekaj komentiral, kar ni v teh amandmajih. Je predvsem to, da ta zakon o bankah in zakon o hranilnicah ne predvideva, da bi posameznik lahko ustanovil banko. Mislim, da so ti deleži 50 milijonov, oz. 15 milijonov za hranilnico, tako majhni, da se celo lahko zgodi, da bo imelo več posameznikov interes ustanoviti banko. Tukaj so sami upravni odbori in bom rekel, procentualno največji možni lastninski deleži postavljeni."
178,"Druga stvar pa je še na koncu, kjer so kazenske določbe. Mislim, da so za poslovanje o bankah te zelo nizke, da ne rečem, da bi morale biti dosti višje, predvsem pa bi moral biti za določene od teh točk, ki so tukaj predvidene, tudi kazenski zakonik in merodajen ne samo zakon o prekrških. V določenih poglavjih prihaja tudi do monopolizacije vloge samih bank oz. Banke Slovenije, ko prevzemajo, da morajo vsi čez njihovo, delati čez njih, hkrati pa mislim, da moramo uvesti določen liberalizem v bančno poslovanje, da mora banka točno določiti pogoje, katere morajo te banke izpolnjevati. Od organizacijskih naprej do zaposlitvenih in še raznih drugih normativov in ko posamezniki, oz. večja skupina ljudi, ali pravnih, fizičnih ali drugih oseb izpolnjuje te pogoje, lahko avtomatično odpre banko. Če bomo postavljali samo take pogoje, da da mnenja ali pa dovoljenja Banka Slovenije, potem bo ta banka razmišljala ali bo, ali ne bo. Vse bo stvar subjektivnih odločitev. Vse te zakone in predpise o poslovanju bank moramo spraviti na objektivno podlago in da ni tukaj subjektivnega odločanja. Hvala."
50,"Spoštovani zbor, spoštovani predsednik! Dolžan sem vas obvestiti, da smo upoštevali tudi pripombo iz vašega zbora v fazi predloga oziroma osnutka zakona, in sicer, da dosledno in striktno upoštevamo izjavo o dobrih namenih, ki je bila izdana v skladu oziroma skupaj s plebiscitom in zato smo seveda pripravili takšno dikcijo."
41,"Ja, za razliko od gospoda poslanca Grosa moram reči, da pravzaprav ta predlog tega zakona ni prav nič v škodo ničemur in kakšnih posebnih koristi sicer tudi ne vidim, vendar pa, če gre za to, da glasujemo zanj, bom glasoval za."
