7,Želi v zvezi s tem kdo razpravljati.
9,"Ne niè ni pokazalo, vse je že tako vroèe."
16,"Skupna usklajevalna komisija vseh treh zborov je pregledala, kakšna je situacija po zborih po prvem usklajevanju."
13,Danes ob 18.00 uri je pa v teh prostorih razgovor z gospodom Sachsom.
12,"Ko je seje konec, smo mi tudi z našo 19. sejo konèali."
30,"K 5. èlenu, bil je vložen amandma, ki se je glasil: v 2. toèki naj se doda nova alinea, ""gostje v domovih za uèence in študente, ki opravljajo turistièno dejavnost""."
4,Prisotnost potem še enkrat!
20,"Kdor želi lahko tu ostane, pogovarjali se boste z njim o teh stvareh, ki so za našo republiko zelo pomembne."
19,"Zbor obèin je tudi predlagal, da bi imeli skupno sejo, tako, da je tudi to iz formalne strani urejeno."
6,Mi se seveda zopet vidimo 24.4.1991.
2,Slišali ste.
47,"Skratka, mislimo, da nam to otežuje delo, gre za pa, samo intervencija, gre za dve razlièni komisiji, ena je naborna komisija, ki je v vsaki obèini, drugo pa je komisija za priznavanje ugovora vesti, ki deluje pri pravosodnem organu, ta je pa lahko za obmoèje veèjih obèin."
11,1. zakonu o spremembah zakona o izvrševanju proraèuna za leto 1990.
43,"Samo dikcija tega èlena je pa takšna: ""vojaku se sme služenje vojaškega roka na njegovo prošnjo prekiniti - zaradi vseh teh grozodejstev, da jih ne bom že tretjiè našteval - vendar najdlje za eno leto."" To dikcijo je popolnoma mogoèe na èisto drugaèen naèin interpretirati."
57,"Tako že tukaj pride do enostranskega tolmaèenja tega in ravno v tem je ta razlika med mnenji Izvršnega sveta in mnenjem liberalne stranke in zato vas prosim, da podprete ta amandma, ki v nièemer - v nièemer, pravim - ne omejuje vsebine t.i. vojaškega zakona, ampak ne dela niè drugega, kot da postavlja civilno službo na enakopravno mesto."
1,Hvala.
33,"Jaz sem samo v imenu predlagatelja in organa, ki je zadolžen za kontinuirano delovanje sistema in za opravljanje svoje osnovne funkcije, tudi v najbolj èrnem scenariju, da se lahko znajdemo v absurdni situaciji."
41,"Je pa sesveda zanimivo, da smo mi 15 amandmajev predlagali, samo 3 smo imeli za umakniti, še pri teh treh smo ostali pri svojem stališèu in tako bo paè zdaj po vsej verjetnosti v tej skupni usklajevalni komisiji nekoliko težje delo."
27,"In za ta zadnji amandma sem povedal, da so predstavniki vlade povedali, da se dela kompleten priroènik vojaškega jezika, slovarja in da bodo to tam noter vnesli."
5,S tem zakljuèujem današnjo sejo.
26,"In resnièno se lahko, ne glede na to ali komisija prizna ugovor vesti ali ne, znajdemo v situaciji, da dejansko nimamo koga vpoklicati v teritorialno obrambo."
29,"To se pravi mi imamo zdaj: prviè: pri 5. èlenu predlog za novi amandma, ki po vsej verjetnosti, tako kot je bilo povedano, verjetno veè pove, kot pa prej."
58,"In zadaj bo ta èlovek, kaj jaz vem tam dobesedno seciran o tem kako živi, kaj je kje rekel, kako se je obnašal, kako se zabaval, skratka meni se zdi to po svoje zelo neprijetno in mislim da je neumestno ter da lahko privede do neprimernega poseganja v èlovekovo integriteto, zato se mi zdi, da to mora odpasti."
31,"Dajmo skupaj prebrati èlen, v katerem piše: ""rojstvo otroka - se prekine najveè za eno leto."" Mislim, da je to normalna zgornja omejitev, zaradi rojstva otroka se prekine za najveè eno leto."
42,"Gre za to, da iz prejšnjega sistema to krivico pri parih subjektih popravimo in jim damo možnost, da bodo živeli tako kot vsi ostali, ki smo za vojsko, ki dejansko uživamo v tem, da smo v vojski, ne pa on, ki trpi."
59,"In se mi zdi prav žalostno, da mora Jelko Kacin v pomanjkanju argumentacije, da je stavek ""temeljna dolžnost državljana je vojaška dolžnost"", ki je podrejen ustavi Slovenije k 227. èlenu, ki jasno definira, da je obramba širši pojem, da se mora Jelko sklicevati tako rekoè na stavke od svojega razrednega sovražnika, se mi zdi pa že pod vsako kritiko."
21,"In sicer v drugem odstavku 5. èlena se doda 3. alinea, ki se glasi: ""gostje v domovih za uèence in študente""."
32,"Zato, ker se v èasu ko se sprejema odloèitev in odloèba ugotavlja dejansko stanje ali ta huda bolezen še traja èez eno leto, paè ugotovimo èez eno leto in zadevo ponovno obravnavamo."
10,"Smo se razumeli, na skupni seji vas mora biti 42."
