14,"S tem smo zaključili 24. sejo Družbenopolitičnega zbora, pobude predlagam, da pri naslednji seji."
17,Zaradi take narave dela strokovni delavci te stresne situacije hote ali nehote odnašajo s seboj tudi domov.
23,"Tri učne ure pomenijo 15% učne obveznosti učitelja v srednji šoli in res ne vem, če je kdo pripravljen opraviti 15% dela zastonj."
4,"Gospa Aleksandra Pretnar, prosim."
8,In na koncu še pripomba k 7. členu.
3,Kdo se vzdrži?
38,"No, predlagatelj smatra, da bodo to urejali normativi in da se bo to preko normativov uredilo (v teh predlaganih normativih to še ni razvidno); odbor je vseeno menil, da je potrebno to garancijo tudi v zakonu nekako opredeliti."
16,"Zbor nalaga predlagatelju, da ob upoštevanju razprave na zboru in v delovnih telesih, pripravi predlog zakona."
26,Verjetno pa bi bilo potrebno ponovno pregledati koeficiente za posamezna delovna mesta in jih tudi dejansko uskladiti s koeficienti za tipična delovna mesta v državni upravi.
7,Če grem po vrsti: k 6. členu.
39,"V začetku govorimo o delavcih, torej, da se mu poveča mesečni znesek njegovega osebnega dohodka 0,5% za leto dni službovanja, nadalje pa se ženskam osnovni osebni dohodek za vsako začeto leto nad petindvajset let delovne dobe poveča za 0,75%."
5,"Gospod Jože Smole, ima besedo."
10,"Tako, da je treba biti hudo previden zaradi teh 30 %."
9,"Če ni več razpravljalcev, zaključujemo razpravo k tej točki."
1,Hvala.
55,"Mogoče se boste še spomnili k temu sta bila iz naše strani dana dva amandmaja, ki sta šla v smeri, da bi bilo treba spodbujati ekonomsko in ekološko bolj ponosne zadeve s področja gospodinjstva, industrijskih odpadkov itn. in druga alinea, da je treba spodbujati tehnologije v enotah malega gospodarstva na področju storitev, zlasti gospodinjskega servisa."
21,Take stresne situacije pomembno določajo kvaliteto zasebnega biopsihičnega življenja strokovnih delavcev v teh zavodih in kvaliteto ter kvantiteto zasluženega uživanja pokojnine.
44,"Prepričan sem, da se pogoji dela z zaostrenimi normativi, ki jih je Izvršni svet sprejel pred kratkim, niso izboljšali v nobenem smislu, pač pa zahtevajo še večji psihofizični napor in povzročajo vsaj take ali tudi večje vsakodnevne stresne situacije pri delu v teh zavodih."
37,"Prepričan sem, da predlagatelju ni potrebno posebno utemeljevati, da tistim strokovnim delavcem, ki morajo v takih pogojih delati, pomeni deljen delovni čas in delo v izmenah resnično drugačne delovne pogoje, kot za ostalo veliko večino strokovnih delavcev."
2,Ugotovimo navzočnost?
6,"Ugotavljam, da je predlog sklepa izglasovan."
0,.
18,"Zato je prav in nujno, da se to posebej ovrednoti tako, kot je bilo v dosedanji zakonski praksi."
